id,policy_type,question_type,question,answer,context,condition,q_rating,a_rating
22264,Financial Incentive,Yes/No,I own a local EV installation company in Anchorage and want to help homeowners apply for a rebate on their new chargers. Can a homeowner in the Chugach service area receive a $200 rebate for installing a Level 2 EV charger under Chugach Electric - Residential EV Charging Program ?,Yes,"<html><body><table><tr><td>Program Name</td><td>Incentive</td><td>Charging Level</td><td>Maxper Account</td></tr><tr><td>Residential</td><td>$200</td><td>L2 (208-240volt)</td><td>2</td></tr><tr><td></td><td></td><td></td><td></td></tr></table></body></html>  

<html><body><table><tr><td>Commercial-Level2</td><td>Up to $1,000</td><td>L2(208-240volt)</td><td>2</td></tr><tr><td>Commercial-DC Fast Charging</td><td>Up to $5,000</td><td>L3 DC Fast Charging</td><td>2</td></tr></table></body></html>",,8,9
22264,Financial Incentive,Yes/No,I sell Level 1 chargers and want to tell customers they qualify for Chugach’s $200 rebate. Is the $200 rebate available for Level 1 chargers according to Chugach Electric - Residential EV Charging Program?,No,"<html><body><table><tr><td>Program Name</td><td>Incentive</td><td>Charging Level</td><td>Maxper Account</td></tr><tr><td>Residential</td><td>$200</td><td>L2 (208-240volt)</td><td>2</td></tr><tr><td></td><td></td><td></td><td></td></tr></table></body></html>  

<html><body><table><tr><td>Commercial-Level2</td><td>Up to $1,000</td><td>L2(208-240volt)</td><td>2</td></tr><tr><td>Commercial-DC Fast Charging</td><td>Up to $5,000</td><td>L3 DC Fast Charging</td><td>2</td></tr></table></body></html>",,8,10
22264,Financial Incentive,Yes/No cond,I operate a commercial EV station and want to apply for rebates for four new fast chargers. Can I apply for rebates for four commercial DC fast chargers under Chugach Electric - Residential EV Charging Program?,Yes,"<html><body><table><tr><td>Program Name</td><td>Incentive</td><td>Charging Level</td><td>Maxper Account</td></tr><tr><td>Residential</td><td>$200</td><td>L2 (208-240volt)</td><td>2</td></tr><tr><td></td><td></td><td></td><td></td></tr></table></body></html>  

<html><body><table><tr><td>Commercial-Level2</td><td>Up to $1,000</td><td>L2(208-240volt)</td><td>2</td></tr><tr><td>Commercial-DC Fast Charging</td><td>Up to $5,000</td><td>L3 DC Fast Charging</td><td>2</td></tr></table></body></html>","[""You are appling for maximum 2 charger under one account""] ",9,9
22264,Financial Incentive,Yes/No cond,"Applicants may apply for more than one program per location, but an individual charger cannot receive funding more than once from Chugach. Can I receive Chugach EV rebates for multiple locations according to Chugach Electric - Residential EV Charging Program?",Yes,"Applicants may apply for more than one program per location, but an individual charger cannot receive funding more than once for Chugach. An applicant may receive funding from other sources without affecting their eligibility under a Chugach program.  ","[""You apply separately per location and adhere to the 2-charger limit per account.""]",8,9
22264,Financial Incentive,Factual,I own an EV consulting firm and need data for rebate amounts to include in my report. What is the rebate amount offered for residential Level 2 chargers under Chugach Electric - Residential EV Charging Program ?,$200,"<html><body><table><tr><td>Program Name</td><td>Incentive</td><td>Charging Level</td><td>Maxper Account</td></tr><tr><td>Residential</td><td>$200</td><td>L2 (208-240volt)</td><td>2</td></tr><tr><td></td><td></td><td></td><td></td></tr></table></body></html>  

<html><body><table><tr><td>Commercial-Level2</td><td>Up to $1,000</td><td>L2(208-240volt)</td><td>2</td></tr><tr><td>Commercial-DC Fast Charging</td><td>Up to $5,000</td><td>L3 DC Fast Charging</td><td>2</td></tr></table></body></html>",,9,10
22264,Financial Incentive,Factual,How many EV chargers per account are eligible for Chugach Electric - Residential EV Charging Program ?,2,"<html><body><table><tr><td>Program Name</td><td>Incentive</td><td>Charging Level</td><td>Maxper Account</td></tr><tr><td>Residential</td><td>$200</td><td>L2 (208-240volt)</td><td>2</td></tr><tr><td></td><td></td><td></td><td></td></tr></table></body></html>  

<html><body><table><tr><td>Commercial-Level2</td><td>Up to $1,000</td><td>L2(208-240volt)</td><td>2</td></tr><tr><td>Commercial-DC Fast Charging</td><td>Up to $5,000</td><td>L3 DC Fast Charging</td><td>2</td></tr></table></body></html>",,10,10
22264,Financial Incentive,Legal Obligation,What’s the eligibility rule if I already received funding from a different organization for Chugach Electric - Residential EV Charging Program ?,Still eligible,"Applicants may apply for more than one program per location, but an individual charger cannot receive funding more than once for Chugach. An applicant may receive funding from other sources without affecting their eligibility under a Chugach program.  ",,9,10
22264,Financial Incentive,Legal Obligation,What voltage is required for a Level 2 EV charger in Chugach Electric - Residential EV Charging Program ?,208–240 volts,"Level 2   
Is faster charging at home, commercial, or public sites with a 208/240-volt outlet or hardwired EV charger. Typical power is $5{-}19\mathsf{k W}$ and can add 10-30 miles of range per hour.",,10,10
22264,Financial Incentive,Descriptive,I’m building a presentation on the benefits of EV adoption for businesses in Alaska. What are the benefits of EV adoption and charging incentives offered by Chugach Electric - Residential EV Charging Program ?,"Benefits include lower fueling costs, reduced transportation emissions (60–70% lower), and spreading utility costs across more electric sales to help reduce rates.","Using electricity as a transportation fuel provides a number of benefits. First, ""fueling"" a vehicle with electricity is significantly less expensive than fueling with liquid fuels. Another is reduced transportation emissions such as carbon dioxide, which are 60-70 percent lower when powered by Chugach, compared to gasoline. A third benefit is that the use of electricity for EV charging helps spread the fixed costs of a utility like Chugach across greater sales, which puts downward pressure on members' electric rates.",,8,9
22264,Financial Incentive,Descriptive,"What are the differences in charging speed and power between Level 1, Level 2, and Level 3 chargers according to Chugach Electric - Residential EV Charging Program ?",Level 1 adds 2–5 miles/hour at 1–1.8 kW; Level 2 adds 10–30 miles/hour at 5–19 kW; Level 3 adds 150–350+ miles/hour at 50–250+ kW.,"# Level 1  

Is slow charging usually at home from a standard 120-volt outlet. Typical power is 1-1.8 kW and can add 2-5 miles of range per hour.  

Level 2   
Is faster charging at home, commercial, or public sites with a 208/240-volt outlet or hardwired EV charger. Typical power is $5{-}19\mathsf{k W}$ and can add 10-30 miles of range per hour. Level 3   
Is DC fast charging at public sites or commercial sites. Typical power is 50-250 kW or more and can add 150- $^{350+}$ miles of range per hour.  
",,10,10
22272,Financial Incentive,Yes/No,I own a private commercial property in Tucson and installed EV chargers last month. Can I still apply to Tucson Electric Power - Smart EV Charging Program’s Smart EV Charging Program for rebates?,No,Review Program Guidelines and other Smart EV Charging Program Resources. Submit your application well before construction begins. The Program cannot accept rebate applications for completed or substantiall,,10,10
22272,Financial Incentive,Yes/No,Is my project eligible for standard rebates if I install six EV charging ports for Tucson Electric Power - Smart EV Charging Program’s Smart EV Charging Program?,Yes,"Typically, rebate offers are limited to between two and six ports",,9,10
22272,Financial Incentive,Yes/No cond,I manage a real estate firm developing mixed-income housing and want to access the DAC-level rebates. Can my multifamily project qualify for higher DAC rebates under Tucson Electric Power - Smart EV Charging Program?,Yes,"b. For Smart Outlet DAC projects: Multifamily site must be listed on https://housingsearch.az.gov/index.html with monthly per-unit rent below $\$1,200$ . If not listed, applicants can provide data to verify rent eligibility. TEP reserves the right to update the rent threshold as new market data becomes available.","[""The site is listed on https://housingsearch.az.gov with rent under $1,200/month."",""applicant provides data verifying rent eligibility.""]",9,9
22272,Financial Incentive,Yes/No cond,I’m building a commercial retail center and want to install public-use chargers. Will my project qualify for DAC rebates for Level 2 chargers under Tucson Electric Power - Smart EV Charging Program?,Yes,". Project is in a U.S. Census Block Group where the low-income population percentile (relative to the state) is $80\%$ or greater, as identified by the U.S. Environmental Protection Agency’s EJScreen Mapping Tool, and a. For non-Smart Outlet DAC projects: Chargers are made available to the public, and must not be located behind a gate or barrier, during normal business hours. The chargers must be listed as publicly available on Plugshare (or similar) for the duration of the operating term.  
","[""The location is in a qualifying census block with 80%+ low-income population."",""The chargers are publicly accessible and listed on Plugshare or a similar platform.""]",10,10
22272,Financial Incentive,Factual,What is the hardware cost range for a 150 kW DC fast charger according to Tucson Electric Power - Smart EV Charging Program?,"$75,000–$100,000+","<html><body><table><tr><td>DCFC Power Output</td><td>Approximate Hardware Cost Ranges</td></tr><tr><td>50 kW (~30-60 min full charge time)</td><td>~$20,000-$30,000+</td></tr><tr><td>150 kW(~20-30+ min full charge time)</td><td>~$75,000-$100,000+</td></tr><tr><td>350kW(~≤20minfullcharge time)</td><td>~$120,000-$150,000+</td></tr></table></body></html>  ",,10,10
22272,Financial Incentive,Factual,What is the standard rebate level per port for a DC fast charger according to Tucson Electric Power - Smart EV Charging Program?,"$15,000","<html><body><table><tr><td>Charger Type</td><td>Standard Rebate Level</td><td>Disadvantaged Community(DAC) Eligible Rebate Level*</td></tr><tr><td>Level 2 (L2)</td><td>$1,800 per port</td><td>$2,700 per port</td></tr><tr><td>SmartOutlet (Multifamily only)</td><td>$600 per device</td><td>$1,000 per device</td></tr><tr><td>DC Fast Charger (DCFC)</td><td>$15,000 per port</td><td>$25,000 per port</td></tr></table></body></html>",,10,10
22272,Financial Incentive,Legal Obligation,I'm helping a business apply for the Tucson Electric Power - Smart EV Charging Program and want to confirm maintenance expectations. What are the requirements regarding charger functionality after rebate approval?,Chargers must remain in good working order for a minimum of 5 years or the rebate must be returned.," The agreement requires: o The chargers remain in good working order for a minimum period of 5 years. If the chargers go out of service during this term, it is the customer’s responsibility to repair or replace the chargers, or else to return rebate funds.",,8,9
22272,Financial Incentive,Legal Obligation,What license must the electrical contractor hold to be eligible under Tucson Electric Power - Smart EV Charging Program?,C-11 or CR-11 license with the Arizona Registrar of Contractors,"The electrical contractor installing the chargers must hold an active C-11 or CR11 license with the Arizona Registrar of Contractors. Once the project is complete, the following must be submitted: o Receipts (at least showing costs up to the maximum rebate amount).",,9,9
22272,Financial Incentive,Descriptive,What site factors does Tucson Electric Power - Smart EV Charging Program consider when evaluating whether to approve an EV charger rebate request?,"Factors include user type, traffic flow, charger location, EV saturation, nearby amenities, site walkability, and alignment with program goals.","Expected EV charging station utilization, informed by:  

o Type of business   
o Expected user groups (e.g., employees, general public, etc.)   
o Expected flow of traffic   
o Current EVs on site Expected adoption of EVs in the vicinity   
o Saturation and/or proximity of other chargers in an area or at a site   
o Proximity of chargers to high-traffic corridors/highways   
o Number of and distance to nearby businesses or amenities   
o Hours of operation and dwell time of business and nearby businesses or amenities   
o Walkability of the surrounding area (e.g., presence of sidewalks, streetlights, shade, etc.)   
o Planned use case for chargers   
o Location of chargers on property (including parking quality, presence of lighting, distance from major arterials, proximity to other amenities, etc.)  ",,8,9
22272,Financial Incentive,Descriptive,I'm presenting cost expectations to a client considering Level 2 vs DCFC hardware purchases. How do costs and charging times compare between Level 2 and 350 kW DC fast chargers according to Tucson Electric Power - Smart EV Charging Program?,"Level 2 chargers cost ~$2,000+ and charge in 4–10+ hrs (10–25+ mi/hr). 350 kW DCFCs cost $120k–$150k+ and charge in ≤20 mins (~180–240+ mi/hr).","<html><body><table><tr><td>Charger Type</td><td>Typical Maximum Output Power</td><td>Charging Time (varies based on EV type, state of charge, etc.)</td><td>Common Applications</td></tr><tr><td>DCFastCharger (DCFC)</td><td>50-350kW</td><td>Typically <1 hour(~180- 240+ milesperhour of charging)</td><td>Public charging (e.g., near major highways and travel corridors), fleet charging</td></tr><tr><td>Level2 Charger</td><td>7-19 kW</td><td>Typically 4-10+ hours (~<10- 25+milesper hour of charging)</td><td>Multifamily housing developments, customer charging(e.g., movie theaters,malls,public street parking, office complexes, etc.), employee charging, fleet charging</td></tr><tr><td>SmartOutlets (Multifamily housing developmentsonly)</td><td>3.8 kW</td><td>Typically 10+ hours (15 miles per hour of charging)</td><td>Multifamily housing developments</td></tr></table></body></html>  
<html><body><table><tr><td>Charger Type</td><td>Standard Rebate Level</td><td>Disadvantaged Community(DAC) Eligible Rebate Level*</td></tr><tr><td>Level 2 (L2)</td><td>$1,800 per port</td><td>$2,700 per port</td></tr><tr><td>SmartOutlet (Multifamily only)</td><td>$600 per device</td><td>$1,000 per device</td></tr><tr><td>DC Fast Charger (DCFC)</td><td>$15,000 per port</td><td>$25,000 per port</td></tr></table></body></html>  ",,8,9
22286,Regulatory Policy,Yes/No,I manufacture showerheads and plan to sell them in Hawaii after January 2021. Can I sell my showerheads in Hawaii if they meet the California Title 20 standards according to Hawaii Appliance and Equipment Energy Efficiency Standards?,Yes,"Showerheads shall meet the minimum efficiency standards set forth in California Code of Regulations, Title 20, Section 1605.1, as amended.",,8,10
22286,Regulatory Policy,Yes/No,I'm a commercial appliance distributor and want to sell showerheads designed only for RVs. Are RV-specific showerheads exempt from Hawaii Appliance and Equipment Energy Efficiency Standards?,No,"(c) This section shall not apply to:  

(1)  New products manufactured in the State and sold outside the State; (2)  New products manufactured outside the State and sold at wholesale inside the State for final retail sale and installation outside the State; (3)  Products installed in mobile manufactured homes at the time of construction; or (4)  Products designed expressly for installation and use in recreational vehicles.  ",,9,10
22286,Regulatory Policy,Yes/No cond,I operate a wholesale business in Hawaii importing non-compliant showerheads for out-of-state retail clients. Can I continue to import and sell these non-compliant showerheads to clients under Hawaii Appliance and Equipment Energy Efficiency Standards?,Yes,"(c) This section shall not apply to:  

(1)  New products manufactured in the State and sold outside the State; (2)  New products manufactured outside the State and sold at wholesale inside the State for final retail sale and installation outside the State; (3)  Products installed in mobile manufactured homes at the time of construction; or (4)  Products designed expressly for installation and use in recreational vehicles.","[""The products are sold at wholesale for final retail sale and installation outside the State.""]",9,9
22286,Regulatory Policy,Yes/No cond,I install faucets in Hawaii and want to know if I'm allowed to use older stock that doesn't meet efficiency standards. Can I install non-compliant faucets in Hawaii after 2022 if the products were purchased earlier according to Hawaii Appliance and Equipment Energy Efficiency Standards?,No,"(b)  One year after the date upon which the sale or offering for sale of certain products becomes subject to the requirements of subsection (a), no such products may be installed for compensation in the state unless the efficiency of the new product meets or exceeds the efficiency standards provided in section 196- E.","[""One year after the product sale ban, installation for compensation must comply with the same efficiency standards.""]",8,10
22286,Regulatory Policy,Factual,Which five categories of appliances are subject to new state-level efficiency standards in Hawaii according to Hawaii Appliance and Equipment Energy Efficiency Standards?,"Computers, computer monitors, faucets, high color rendering index fluorescent lamps, showerheads, spray sprinkler bodies","§196-D  Scope.  (a)  Appliance efficiency standards are established under this part for the following appliances, if standards for these appliances are not preempted by federal law:  

(1)  Computers and computer monitors; (2)  Faucets; (3)  High color rendering index fluorescent lamps; (4)  Showerheads; and (5)  Spray sprinkler bodies.",,9,9
22286,Regulatory Policy,Factual,"According to the Hawaii Appliance and Equipment Energy Efficiency Standards, how much could Hawaii households save annually through appliance efficiency?",$215 per household annually,"Hawaii could save up to \$1,000,000,000 in electricity costs over twenty years, which is the equivalent of about $\$215$ annually for each Hawaii household.",,9,10
22286,Regulatory Policy,Legal Obligation,What specific feature must spray sprinkler bodies include to meet the new Hawaii Appliance and Equipment Energy Efficiency Standards?,An integral pressure regulator,"(5)  Spray sprinkler bodies that are not specifically excluded from the scope of the Environmental Protection Agency's WaterSense Specification for Spray Sprinkler Bodies, Version 1.0, shall include an integral pressure regulator and shall meet the water efficiency and performance criteria and other requirements of that specification, as amended.",,9,9
22286,Regulatory Policy,Legal Obligation,How can I demonstrate my product meets Hawaii Appliance and Equipment Energy Efficiency Standards?,"Through testing, certification, and labeling programs of other states or federal agencies","Manufacturers shall test, certify, and label products meeting the standards set forth in section 196-E and may utilize testing, certification, and labeling programs of other states and federal agencies with similar standards for purposes of compliance under this part. Products listed in California's Modernized Appliance Efficiency  ",,9,9
22286,Regulatory Policy,Descriptive,I'm explaining to a group of Hawaii local business owners why the appliance bill matters economically. What are the broader economic and environmental benefits of adopting Hawaii Appliance and Equipment Energy Efficiency Standards according to the bill?,"Benefits include lower utility bills, consumer protection, reduced need for infrastructure, economic boosts from savings, and cleaner air via reduced emissions.","The legislature further finds that by adopting state appliance efficiency standards, the State, among other positive results, can:  

(1)  Provide a boost to the local economy, which occurs when consumers and businesses spend their economic savings on other goods and services; (2)  Protect consumers against manufacturers who would otherwise unload less efficient appliances that they cannot sell in states with heightened standards; (3)  Ensure that Hawaii residents do not miss out on potential savings while progress on standards at the national level is uncertain; (4)  Improve electric system reliability and potentially reduce the need for new energy and water infrastructures based on the resulting energy and water savings; (5)  Lower electricity bills for residents and businesses; and (6)  Reduce air pollutants and greenhouse gas emissions, which can result in public health benefits and help the State meet its clean energy and climate change mitigation targets.  
",,8,9
22286,Regulatory Policy,Descriptive,What sources does Hawaii rely on to define its Hawaii Appliance and Equipment Energy Efficiency Standards?,"California’s Title 20 regulations, ENERGY STAR, and the U.S. EPA’s WaterSense program standards","The legislature recognizes the state of California as a leader in establishing state-level appliance efficiency standards that protect consumers and finds that the California appliance efficiency standards should be used as a model for Hawaii's standards.  For non-federally regulated appliances without statelevel appliance efficiency standards in California, Hawaii should look to other existing standards of efficiency specifications, such as the ENERGY STAR or the U.S. Environmental Protection Agency's WaterSense program standards.",,8,9
